user_id,reviewerName,item_id,hotelName,reviewText,hotel_url,date,title,text,service,location,value,cleanliness,sleep quality,rooms,check in / front desk,"business service (e.g., internet access)",sentiment_score,sentiment_label,rating,implicit_feedback,sentiment_numeric
258,Zolo13,578345,Adagio Access Paris Tour Eiffel Saint Charles Paris Ile de France,"Loved this hotel Stayed there from july 5 to 14. Had a nice stay. -- The Room: Nice and clean, missed a few things on arrival such as hand soap and shampoo but everything else was alright and missing things were fixed by the next day without asking. Small kitchenette in the room which we found very convenient. Small microwave, dishwasher, fridge and oven stove. -- The situation: Nicely located with 2 small supermarkets within 2 corners and 3 bakery within 300 meters! Metro is a 7-10 minutes walk, Eiffel Tower is within 15 minutes. Lot of good restaurant within a couple of minutes of walk and a very quiet neighborhood. We had a very good experience overall, would recommend this hotel to anyone going to Paris.",Hotel_Review-g187147-d578345-Reviews-Adagio_Access_Paris_Tour_Eiffel_Saint_Charles-Paris_Ile_de_France.html,2007-07-01T00:00:00,Loved this hotel,"Stayed there from july 5 to 14. Had a nice stay. -- The Room: Nice and clean, missed a few things on arrival such as hand soap and shampoo but everything else was alright and missing things were fixed by the next day without asking. Small kitchenette in the room which we found very convenient. Small microwave, dishwasher, fridge and oven stove. -- The situation: Nicely located with 2 small supermarkets within 2 corners and 3 bakery within 300 meters! Metro is a 7-10 minutes walk, Eiffel Tower is within 15 minutes. Lot of good restaurant within a couple of minutes of walk and a very quiet neighborhood. We had a very good experience overall, would recommend this hotel to anyone going to Paris.",4,5,5,3,,4,5,4,0.198009259,positive,4,1,1
259,Sweden98,578345,Adagio Access Paris Tour Eiffel Saint Charles Paris Ile de France,"Nice and clean Just got back from Paris where we stayed at Citea Tour Eiffel. We stayed in one of the ""small"" rooms but it wasn't that small as it seems in other reviews, a normal sized room with kitchen(incl. dishwasher) and a newly renovated bathroom. It was very nice and clean. And forgett the reviews about the rude and only french speaking staff, the only one who didn't speak english was the maid, all other spoke understandable english and was very helpful. We paid 70 euros/night including breakfast and it was well spent money!! PS Sorry for my poor english DS",Hotel_Review-g187147-d578345-Reviews-Adagio_Access_Paris_Tour_Eiffel_Saint_Charles-Paris_Ile_de_France.html,2007-05-01T00:00:00,Nice and clean,"Just got back from Paris where we stayed at Citea Tour Eiffel. We stayed in one of the ""small"" rooms but it wasn't that small as it seems in other reviews, a normal sized room with kitchen(incl. dishwasher) and a newly renovated bathroom. It was very nice and clean. And forgett the reviews about the rude and only french speaking staff, the only one who didn't speak english was the maid, all other spoke understandable english and was very helpful. We paid 70 euros/night including breakfast and it was well spent money!! PS Sorry for my poor english DS",4,4,4,5,,3,4,3,0.022429408,neutral,4,1,0
260,Catcracker,578345,Adagio Access Paris Tour Eiffel Saint Charles Paris Ile de France,"Great for Families and Terrific View This residential hotel is nicely located in a quiet working class neigborhood close to the Eiffel tower and the Seine. The Metro (Charles Michels Sta.) is only a few hundred meters away. There is an excellent bakery and convenience store nearby. We had room 701 which is the largest room in the hotel, located on the top floor. The room was not fancy by any measure but was clean, quiet, comfortably accomodated 4 people, and is equipped with a kitchenette. By far the best attribute of this room is the patio - large enough to entertain 4-6 people with a fabulous direct view of the Eiffel tower (fantastic at night). The front desk personnel was polite and helpful if not always available. The housekeeping staff was only satisfactory. However, for the price, it would be difficult to match the convenience and space offered by this hotel.",Hotel_Review-g187147-d578345-Reviews-Adagio_Access_Paris_Tour_Eiffel_Saint_Charles-Paris_Ile_de_France.html,2007-04-01T00:00:00,Great for Families and Terrific View,"This residential hotel is nicely located in a quiet working class neigborhood close to the Eiffel tower and the Seine. The Metro (Charles Michels Sta.) is only a few hundred meters away. There is an excellent bakery and convenience store nearby. We had room 701 which is the largest room in the hotel, located on the top floor. The room was not fancy by any measure but was clean, quiet, comfortably accomodated 4 people, and is equipped with a kitchenette. By far the best attribute of this room is the patio - large enough to entertain 4-6 people with a fabulous direct view of the Eiffel tower (fantastic at night). The front desk personnel was polite and helpful if not always available. The housekeeping staff was only satisfactory. However, for the price, it would be difficult to match the convenience and space offered by this hotel.",3,4,5,3,,4,4,3,0.265759637,positive,4,1,1
261,HightechLowlife,578345,Adagio Access Paris Tour Eiffel Saint Charles Paris Ile de France,"Large Modern Hotel Just stayed a week in Citea Tour Eiffel for my honeymoon. The hotel is very large by Paris standards with modern furniture. Quiet neighborhood and friendly staff(some more helpful than others). I had a superior suite that had a great kitchen with everything you'd need in a room.(sink, dishes, dishwaser, coffee pot, microwave, and refridgerator) Had a wonderful stay.",Hotel_Review-g187147-d578345-Reviews-Adagio_Access_Paris_Tour_Eiffel_Saint_Charles-Paris_Ile_de_France.html,2006-10-01T00:00:00,Large Modern Hotel,"Just stayed a week in Citea Tour Eiffel for my honeymoon. The hotel is very large by Paris standards with modern furniture. Quiet neighborhood and friendly staff(some more helpful than others). I had a superior suite that had a great kitchen with everything you'd need in a room.(sink, dishes, dishwaser, coffee pot, microwave, and refridgerator) Had a wonderful stay.",3,4,4,4,,4,4,4,0.426785714,positive,4,1,1
262,Auror,578345,Adagio Access Paris Tour Eiffel Saint Charles Paris Ile de France,"Lovelu trip to Paris Lovely stay, excelent rooms, nice view, nice staff....very enjoyable",Hotel_Review-g187147-d578345-Reviews-Adagio_Access_Paris_Tour_Eiffel_Saint_Charles-Paris_Ile_de_France.html,2006-10-01T00:00:00,Lovelu trip to Paris,"Lovely stay, excelent rooms, nice view, nice staff....very enjoyable",,,,,,,,,0.55,positive,4,1,1
263,Voyager23542,578345,Adagio Access Paris Tour Eiffel Saint Charles Paris Ile de France,"Citea Tour Eiffel: Never again My husband and I stayed at CITEA TOUR EIFFEL for 8 nights (28/06/06 - 06/07/06). During our stay we faced some problems that made us not to want to visit again Citea Tour Eiffel: 1. The last day of our stay, we asked from the receptionist at 7.45 a.m. to call us a taxi for the train station. She told my husband that she could do so 15 minutes before the time we wanted the taxi. At 8.00 she called us saying that she couldn't find a taxi. As a result, we missed the train. 2. The room is nice, not big enough but ok. The bathroom is very small. 3. The towels were dirty, with black marks on them. When we asked from the receptionist to change them she told us that we had to wait 7 days. 4. The air-conditioning system did not work efficiently, so the room was still warm. 5. The safety box did not work even after the technician came and ""fixed"" it. When we asked the receptionist to open it with her key, she refused telling us that we had to wait one and a half hour to come, because she was alone, even though we had to leave earlier. 6. There was no soundproof in the room. As a result every single morning we woke up from the doors opened and closed at the hallway and from the noises from the street.",Hotel_Review-g187147-d578345-Reviews-Adagio_Access_Paris_Tour_Eiffel_Saint_Charles-Paris_Ile_de_France.html,2006-07-01T00:00:00,Citea Tour Eiffel: Never again,"My husband and I stayed at CITEA TOUR EIFFEL for 8 nights (28/06/06 - 06/07/06). During our stay we faced some problems that made us not to want to visit again Citea Tour Eiffel: 1. The last day of our stay, we asked from the receptionist at 7.45 a.m. to call us a taxi for the train station. She told my husband that she could do so 15 minutes before the time we wanted the taxi. At 8.00 she called us saying that she couldn't find a taxi. As a result, we missed the train. 2. The room is nice, not big enough but ok. The bathroom is very small. 3. The towels were dirty, with black marks on them. When we asked from the receptionist to change them she told us that we had to wait 7 days. 4. The air-conditioning system did not work efficiently, so the room was still warm. 5. The safety box did not work even after the technician came and ""fixed"" it. When we asked the receptionist to open it with her key, she refused telling us that we had to wait one and a half hour to come, because she was alone, even though we had to leave earlier. 6. There was no soundproof in the room. As a result every single morning we woke up from the doors opened and closed at the hallway and from the noises from the street.",1,,2,1,,1,,,0.023139881,neutral,1,0,0
264,CH_Traveller,578345,Adagio Access Paris Tour Eiffel Saint Charles Paris Ile de France,"Nice and large room Well located, 10 minutes from the Eiffel tower, 5 minutes from the Dupleix metro station. The road is in a quiet residential area. The room was very large with a lot of room around the bed and a lot of storage room, a table with 3 chairs, a small kitchen with a microwave oven and a balcony. But beware, according to the emergency map posted in the room, only two rooms on each floor are so confortable, the two others seems to be minuscule (this seems to be confirmed by the review posted by an other traveler). So be sure to book a ""superior"" room and not the standard one. I paid €70/night for it (special week-end rate). One negative point is on the accoustic isolation between the rooms, you can easily ear some noise from the other rooms (coming through the ventilation circuit, I think) if your neighbors are talking a little bit too loudly.",Hotel_Review-g187147-d578345-Reviews-Adagio_Access_Paris_Tour_Eiffel_Saint_Charles-Paris_Ile_de_France.html,2006-04-01T00:00:00,Nice and large room,"Well located, 10 minutes from the Eiffel tower, 5 minutes from the Dupleix metro station. The road is in a quiet residential area. The room was very large with a lot of room around the bed and a lot of storage room, a table with 3 chairs, a small kitchen with a microwave oven and a balcony. But beware, according to the emergency map posted in the room, only two rooms on each floor are so confortable, the two others seems to be minuscule (this seems to be confirmed by the review posted by an other traveler). So be sure to book a ""superior"" room and not the standard one. I paid €70/night for it (special week-end rate). One negative point is on the accoustic isolation between the rooms, you can easily ear some noise from the other rooms (coming through the ventilation circuit, I think) if your neighbors are talking a little bit too loudly.",3,,4,3,,4,,,0.152696078,positive,4,1,1
265,GrandTour30507,578345,Adagio Access Paris Tour Eiffel Saint Charles Paris Ile de France,"Beware!!! This place was horrible!! It looks great from the pictures, but think again! None of the staff spoke English, we could barely check in and they were extremely rude about it us not knowing what they were saying. We had to go to other hotels to ask questions about how to get to places... The room was TINY and you can hear everything that goes on in the rooms around you. We could barely walk around in the room. The only decent thing I can say about it was the location. It was decent because it was only a 10 minute walk to the Eiffel Tower, but that's it. Stay away from this place... it's horrible, don't let the pictures fool you! You can only check into this place between business hours too, and they make those up. We showed up at three and had to bang on the window for them to check us in. It was just a completely stressful experience. This place is a joke... you can find something much better for less money. STAY AWAY!!!!!!!!",Hotel_Review-g187147-d578345-Reviews-Adagio_Access_Paris_Tour_Eiffel_Saint_Charles-Paris_Ile_de_France.html,2006-03-01T00:00:00,Beware!!!,"This place was horrible!! It looks great from the pictures, but think again! None of the staff spoke English, we could barely check in and they were extremely rude about it us not knowing what they were saying. We had to go to other hotels to ask questions about how to get to places... The room was TINY and you can hear everything that goes on in the rooms around you. We could barely walk around in the room. The only decent thing I can say about it was the location. It was decent because it was only a 10 minute walk to the Eiffel Tower, but that's it. Stay away from this place... it's horrible, don't let the pictures fool you! You can only check into this place between business hours too, and they make those up. We showed up at three and had to bang on the window for them to check us in. It was just a completely stressful experience. This place is a joke... you can find something much better for less money. STAY AWAY!!!!!!!!",1,,1,2,,1,,,-0.081475142,neutral,1,0,0
266,Micosay,202454,Hotel am Borsigturm Berlin,"Close to Tegel Airport Nice modern hotel, new, great breakfast, close to airport and across the street from large mall. The only problem is they have about 8 parking spaces if you can parallel park. It is quiet, well located, safe.",Hotel_Review-g187323-d202454-Reviews-Hotel_am_Borsigturm-Berlin.html,2018-12-01T00:00:00,Close to Tegel Airport,"Nice modern hotel, new, great breakfast, close to airport and across the street from large mall. The only problem is they have about 8 parking spaces if you can parallel park. It is quiet, well located, safe.",,,,,,,,,0.272294372,positive,4,1,1
267,lotharjuern,202454,Hotel am Borsigturm Berlin,Near Tegel airport Typical suburb hotel fairly near to Tegel airport across a shopping mall. Practically in downtown Tegel and the lake of Tegel with many boar tours to Berlin downtown or outside to to state of Brandenburg Very entertaining to explore by foot with lots of restaurants around.,Hotel_Review-g187323-d202454-Reviews-Hotel_am_Borsigturm-Berlin.html,2018-11-01T00:00:00,Near Tegel airport,Typical suburb hotel fairly near to Tegel airport across a shopping mall. Practically in downtown Tegel and the lake of Tegel with many boar tours to Berlin downtown or outside to to state of Brandenburg Very entertaining to explore by foot with lots of restaurants around.,4,,,4,,3,,,0.197222222,positive,4,1,1
268,NickCarolHugo,202454,Hotel am Borsigturm Berlin,"E£xcellent value for money My wife and I stayed here with family and friends for 4 nights. The hotel was very handy for the adjacent shopping centre and for the town centre with its restaurants etc. The local bus and U bahn service is very good. The hotel was modern and well decorated. Breakfast was outstanding for both ""British"" fry-up of ""German"" cold meats and pastries. The bedroom was spacious and bed very comfy. Tea and coffee facilities were available in the room and in the lobby.",Hotel_Review-g187323-d202454-Reviews-Hotel_am_Borsigturm-Berlin.html,2018-10-01T00:00:00,E£xcellent value for money,"My wife and I stayed here with family and friends for 4 nights. The hotel was very handy for the adjacent shopping centre and for the town centre with its restaurants etc. The local bus and U bahn service is very good. The hotel was modern and well decorated. Breakfast was outstanding for both ""British"" fry-up of ""German"" cold meats and pastries. The bedroom was spacious and bed very comfy. Tea and coffee facilities were available in the room and in the lobby.",4,5,,5,,,,,0.239,positive,5,1,1
269,Calle101,202454,Hotel am Borsigturm Berlin,"Family reunion I nice 4 star hotel in the more peripheral parts of Berlin. Very nice beds, as often in Germany. Easy to go by U-bahn to the citycenter but it took some time. The personal was very helpful and the surroundings was nice with the Tegel lake and some small shops and also a shoppingmal across the street.",Hotel_Review-g187323-d202454-Reviews-Hotel_am_Borsigturm-Berlin.html,2018-08-01T00:00:00,Family reunion,"I nice 4 star hotel in the more peripheral parts of Berlin. Very nice beds, as often in Germany. Easy to go by U-bahn to the citycenter but it took some time. The personal was very helpful and the surroundings was nice with the Tegel lake and some small shops and also a shoppingmal across the street.",5,,,5,,4,,,0.357916667,positive,4,1,1
270,55marceem,202454,Hotel am Borsigturm Berlin,"Friendly & helpful stagf We stayed here for one night & got in late. Office was closed but they gave us great instructions to get into the room using a key drop box! In the morning, they gave us advise to find our way around the city & served a great breakfast!",Hotel_Review-g187323-d202454-Reviews-Hotel_am_Borsigturm-Berlin.html,2018-08-01T00:00:00,Friendly & helpful stagf,"We stayed here for one night & got in late. Office was closed but they gave us great instructions to get into the room using a key drop box! In the morning, they gave us advise to find our way around the city & served a great breakfast!",,,,,,,,,0.295833333,positive,4,1,1
271,TStiller,202454,Hotel am Borsigturm Berlin,"Working in Berlin, water as you need Pretty good Hotel if you are working in the Area. In the north of Berlin but not close to the City or many sights, more towards the airport and industrial area. Reception service is quick and easy, typical Berlin kind of comments and jokes, but all in all are the services people nice and friendly. Breakfast is very good and rich with minimum one person taking care of the great buffet and coffee. Rooms are easy and simple, nothing special, kind of okay for the price level, sleep was quiet and peaceful. The Water-service is special not in the room but there is a fridge with different kinds of water where you take what you need, nice concept - like it!",Hotel_Review-g187323-d202454-Reviews-Hotel_am_Borsigturm-Berlin.html,2018-07-01T00:00:00,"Working in Berlin, water as you need","Pretty good Hotel if you are working in the Area. In the north of Berlin but not close to the City or many sights, more towards the airport and industrial area. Reception service is quick and easy, typical Berlin kind of comments and jokes, but all in all are the services people nice and friendly. Breakfast is very good and rich with minimum one person taking care of the great buffet and coffee. Rooms are easy and simple, nothing special, kind of okay for the price level, sleep was quiet and peaceful. The Water-service is special not in the room but there is a fridge with different kinds of water where you take what you need, nice concept - like it!",4,4,,,4,,,,0.411200828,positive,4,1,1
272,jcpuls,202454,Hotel am Borsigturm Berlin,"nice surprise + friendly staff, everything clean, very good breakfast (5 different kinds of juice, very good coffee specialties), fast check in & check out, AC was very quiet and effective - parking situation: we had to ""discover"" our parking space 200 meters away",Hotel_Review-g187323-d202454-Reviews-Hotel_am_Borsigturm-Berlin.html,2018-06-01T00:00:00,nice surprise,"+ friendly staff, everything clean, very good breakfast (5 different kinds of juice, very good coffee specialties), fast check in & check out, AC was very quiet and effective - parking situation: we had to ""discover"" our parking space 200 meters away",4,,,,5,5,,,0.440185185,positive,4,1,1
273,jcmota,202454,Hotel am Borsigturm Berlin,"Excellent Customer Service!! I left the hotel in a hurry and the staff greatly helped me to ship my luggage to Miami. Thank you Miss Krueger and Miss Sharna!! Otherwise, well located, spacious and very clean!! Both, close to the airport and the city.",Hotel_Review-g187323-d202454-Reviews-Hotel_am_Borsigturm-Berlin.html,2018-05-01T00:00:00,Excellent Customer Service!!,"I left the hotel in a hurry and the staff greatly helped me to ship my luggage to Miami. Thank you Miss Krueger and Miss Sharna!! Otherwise, well located, spacious and very clean!! Both, close to the airport and the city.",,,,,,,,,0.686197917,positive,5,1,1
274,Y9775NOlaurab,202454,Hotel am Borsigturm Berlin,"Close to Tegel, quiet, but nothing fancy I chose this hotel as I needed to be close to Tegel airport. It is located 10 minutes from the airport by car, in a quiet neighborhood and has a shopping centre across the street where you can find a number of restaurants and a supermarket. Nothing fancy about the hotel entrance or reception, decor is pretty bland but the place is spotless and quiet and the staff are super helpful and efficient. Same applies to the rooms, pretty bland decor but clean, spacious and cosy with great sound insulation - I slept very well. Complimentary water and basic toiletries are provided. The WiFi is average/poor, dipping in and out - I would expect better from a best western so this is something that should be improved. Breakfast was pretty good, nice and varied with a good mix of hot and cold options. They do also offer a lunchbox to take away if you don’t have time to sit down to have breakfast, which is thoughtful. Overall I think the hotel is good, but nothing particularly special - if you find a good deal it is worth considering but I was underwhelmed for the price I paid.",Hotel_Review-g187323-d202454-Reviews-Hotel_am_Borsigturm-Berlin.html,2018-02-01T00:00:00,"Close to Tegel, quiet, but nothing fancy","I chose this hotel as I needed to be close to Tegel airport. It is located 10 minutes from the airport by car, in a quiet neighborhood and has a shopping centre across the street where you can find a number of restaurants and a supermarket. Nothing fancy about the hotel entrance or reception, decor is pretty bland but the place is spotless and quiet and the staff are super helpful and efficient. Same applies to the rooms, pretty bland decor but clean, spacious and cosy with great sound insulation - I slept very well. Complimentary water and basic toiletries are provided. The WiFi is average/poor, dipping in and out - I would expect better from a best western so this is something that should be improved. Breakfast was pretty good, nice and varied with a good mix of hot and cold options. They do also offer a lunchbox to take away if you don’t have time to sit down to have breakfast, which is thoughtful. Overall I think the hotel is good, but nothing particularly special - if you find a good deal it is worth considering but I was underwhelmed for the price I paid.",5,,3,5,,,,,0.26671787,positive,3,0,1
275,faozanrizal,202454,Hotel am Borsigturm Berlin,Nice hotel near Tegel Airport This hotel is very close to Tegel Airport and located in pretty good area with big shopping mall just few minute walk and some nice restaurant. Very good for transit or just business meeting. The room are quite big and clean. They have nice restaurant in the ground floor but if you prefer other cuisine just walk to Am Borsigturm mall in 3rd floor is many restaurant and cafes options. The staff of the hotel very nice and friendly and the price just fine.,Hotel_Review-g187323-d202454-Reviews-Hotel_am_Borsigturm-Berlin.html,2017-12-01T00:00:00,Nice hotel near Tegel Airport,This hotel is very close to Tegel Airport and located in pretty good area with big shopping mall just few minute walk and some nice restaurant. Very good for transit or just business meeting. The room are quite big and clean. They have nice restaurant in the ground floor but if you prefer other cuisine just walk to Am Borsigturm mall in 3rd floor is many restaurant and cafes options. The staff of the hotel very nice and friendly and the price just fine.,,,,,,,,,0.337407407,positive,4,1,1
276,Swanthorn,202454,Hotel am Borsigturm Berlin,"Alles in Ornung quite nice, well located place, with very nice staff, and very good breakfast. The downside is that they do not have their own parking, which is quite common for Berlin hotels... but there is availability to park on the street, and nearby shopping center. Overall very good value for money, good place to stay on the business trip, with a bonus of cinema 100m away.... unfortunately most of films will be in German... ;)",Hotel_Review-g187323-d202454-Reviews-Hotel_am_Borsigturm-Berlin.html,2017-10-01T00:00:00,Alles in Ornung,"quite nice, well located place, with very nice staff, and very good breakfast. The downside is that they do not have their own parking, which is quite common for Berlin hotels... but there is availability to park on the street, and nearby shopping center. Overall very good value for money, good place to stay on the business trip, with a bonus of cinema 100m away.... unfortunately most of films will be in German... ;)",4,,,5,,4,,,0.404166667,positive,4,1,1
277,Vacationophile_11,202454,Hotel am Borsigturm Berlin,Nice hotel but very thin walls This hotel is approximately a 15 minute drive by cab to Tegel airport. Right across the street is a major mall with all sorts of shopping if you need anything before your flight. There is also an ATM in the mall. Front desk staff were pleasant and helpful. Mini fridge is stocked with a few beverages. You can make your own coffee drinks from an espresso machine in the lobby. They sell postcards at the front desk if you forgot to send one until now! The only down side is the walls were quite thin and I could hear a lot of noise from the next door neighbors.,Hotel_Review-g187323-d202454-Reviews-Hotel_am_Borsigturm-Berlin.html,2017-08-01T00:00:00,Nice hotel but very thin walls,This hotel is approximately a 15 minute drive by cab to Tegel airport. Right across the street is a major mall with all sorts of shopping if you need anything before your flight. There is also an ATM in the mall. Front desk staff were pleasant and helpful. Mini fridge is stocked with a few beverages. You can make your own coffee drinks from an espresso machine in the lobby. They sell postcards at the front desk if you forgot to send one until now! The only down side is the walls were quite thin and I could hear a lot of noise from the next door neighbors.,5,,,5,,,,,0.062999339,neutral,4,1,0
278,S1604DIlarryc,202454,Hotel am Borsigturm Berlin,"Nice, clean and close to the airport This hotel is very pleasant and close to the airport. Across the street is good shopping and food-court restaurants. Parking is limited, but pay parking is one block away. Be aware that the restaurant does not take American credit cards but you can add your meal to the hotel bill.",Hotel_Review-g187323-d202454-Reviews-Hotel_am_Borsigturm-Berlin.html,2017-08-01T00:00:00,"Nice, clean and close to the airport","This hotel is very pleasant and close to the airport. Across the street is good shopping and food-court restaurants. Parking is limited, but pay parking is one block away. Be aware that the restaurant does not take American credit cards but you can add your meal to the hotel bill.",,,,,,,,,0.399795918,positive,4,1,1
279,730vv,202454,Hotel am Borsigturm Berlin,"Super good hotel IMO, this place is very good for people with Car and people using public transport. We used the car to reach the hotel and then decided to use the UBahn to visit berlin city. The hotel is like 10 steps from the UBahn stop. The hotel itself provides only 8 parking slots , very difficult to get , but there are many other options . You have paid parking lot nearby but there are many public parking places as well (better and easier to get after 8PM , when the near by mall closes) . There are few restaurants nearby and a 10 minute walk will take you to the Tegel lake, which is a good place to spend the evening. There is a big mall with all shops nearby, including some fast food joints. The hotel breakfast is great - i guess continental , it has various forms of eggs, spreads, meat , cereals etc and the best part is that you can order items from the breakfast menu (like pancakes , pancakes with mushroom, egg with cheese etc ... ) The hotel also offers bicycles which you can probably use it to visit the lake nearby. There is a coffee and soft drinks bar at the reception and is open for all.. All in all, its a good place to be . I cant comment on the weekdays but weekend is when we visited and it was really nice.",Hotel_Review-g187323-d202454-Reviews-Hotel_am_Borsigturm-Berlin.html,2017-08-01T00:00:00,Super good hotel,"IMO, this place is very good for people with Car and people using public transport. We used the car to reach the hotel and then decided to use the UBahn to visit berlin city. The hotel is like 10 steps from the UBahn stop. The hotel itself provides only 8 parking slots , very difficult to get , but there are many other options . You have paid parking lot nearby but there are many public parking places as well (better and easier to get after 8PM , when the near by mall closes) . There are few restaurants nearby and a 10 minute walk will take you to the Tegel lake, which is a good place to spend the evening. There is a big mall with all shops nearby, including some fast food joints. The hotel breakfast is great - i guess continental , it has various forms of eggs, spreads, meat , cereals etc and the best part is that you can order items from the breakfast menu (like pancakes , pancakes with mushroom, egg with cheese etc ... ) The hotel also offers bicycles which you can probably use it to visit the lake nearby. There is a coffee and soft drinks bar at the reception and is open for all.. All in all, its a good place to be . I cant comment on the weekdays but weekend is when we visited and it was really nice.",5,5,5,5,5,5,,,0.282013889,positive,5,1,1
280,Vikistravels,202454,Hotel am Borsigturm Berlin,"Well done Best Western Am Borsigturm Stayed in this hotel for one night after lending family with 2 teenagers. Very clean big room for all family. Efficient and fast check in and check out. Very good sleeping quality - best mattresses ever I had in hotel! Excellent breakfast buffet. Fresh baked breads and pastries, a large assortment fruits, several cheeses and cold cuts. Add to that eggs of every variety, bacon and sausages. We arrived late and parked our car on street behind the hotel without any problem. Very nice and quiet neighborhood, so we felt very comfortable and safe. There is big shopping mall next to hotel. Recommended.",Hotel_Review-g187323-d202454-Reviews-Hotel_am_Borsigturm-Berlin.html,2017-06-01T00:00:00,Well done Best Western Am Borsigturm,"Stayed in this hotel for one night after lending family with 2 teenagers. Very clean big room for all family. Efficient and fast check in and check out. Very good sleeping quality - best mattresses ever I had in hotel! Excellent breakfast buffet. Fresh baked breads and pastries, a large assortment fruits, several cheeses and cold cuts. Add to that eggs of every variety, bacon and sausages. We arrived late and parked our car on street behind the hotel without any problem. Very nice and quiet neighborhood, so we felt very comfortable and safe. There is big shopping mall next to hotel. Recommended.",5,,5,,5,,,,0.280047619,positive,5,1,1
281,luigibertini2015,202454,Hotel am Borsigturm Berlin,"Very functional Good hotel, clean, aseptic, well managed, good and ample breakfast, close to Tegel airport, 60sec. far from metro station. My single room was more then enough. Frills: water boiler, WiFi, minibar, AC, bath set (minimum). A big +: room are with usb charger and LOTS of electric plugs. A -: only 2 English channels on TV and none in Italian",Hotel_Review-g187323-d202454-Reviews-Hotel_am_Borsigturm-Berlin.html,2017-05-01T00:00:00,Very functional,"Good hotel, clean, aseptic, well managed, good and ample breakfast, close to Tegel airport, 60sec. far from metro station. My single room was more then enough. Frills: water boiler, WiFi, minibar, AC, bath set (minimum). A big +: room are with usb charger and LOTS of electric plugs. A -: only 2 English channels on TV and none in Italian",,,,,,,,,0.207936508,positive,5,1,1
282,Blauridder,202454,Hotel am Borsigturm Berlin,"Nice hotel with great breakfast Over the last several years I stayed in this hotel for different occasions. Tough it is not far from the airport Tegel one does not notice that. The rooms are quite spacious, bathroom is ok. They have rooms with water beds but that's really not my cup of tea. Big plus of the hotel is free coffee and soft drinks in the lobby. The breakfast buffet in the morning is very lavish and one can even order extras like a fried egg or pancakes for no extra price. Not really near the center of Berlin, but only a 15' drive by car or the subway. A subway station is right at the hotel. The surrounding area is mainly offices and businesses, there's also a cinema and shopping mall nearby.",Hotel_Review-g187323-d202454-Reviews-Hotel_am_Borsigturm-Berlin.html,2017-04-01T00:00:00,Nice hotel with great breakfast,"Over the last several years I stayed in this hotel for different occasions. Tough it is not far from the airport Tegel one does not notice that. The rooms are quite spacious, bathroom is ok. They have rooms with water beds but that's really not my cup of tea. Big plus of the hotel is free coffee and soft drinks in the lobby. The breakfast buffet in the morning is very lavish and one can even order extras like a fried egg or pancakes for no extra price. Not really near the center of Berlin, but only a 15' drive by car or the subway. A subway station is right at the hotel. The surrounding area is mainly offices and businesses, there's also a cinema and shopping mall nearby.",,,,,,,,,0.124394319,positive,4,1,1
283,MrsJuicePlus,202454,Hotel am Borsigturm Berlin,"Close to Berlin Tegel Airport This is a very nice hotel within 15 minutes of Tegel Airport. The staff are very professional and helpful. The room is good. It is also just across the street from the subway, a shopping mall, and a very nice Italian Trattoria.",Hotel_Review-g187323-d202454-Reviews-Hotel_am_Borsigturm-Berlin.html,2017-03-01T00:00:00,Close to Berlin Tegel Airport,"This is a very nice hotel within 15 minutes of Tegel Airport. The staff are very professional and helpful. The room is good. It is also just across the street from the subway, a shopping mall, and a very nice Italian Trattoria.",5,,3,4,,,,,0.478,positive,4,1,1
284,474kathleenl,202454,Hotel am Borsigturm Berlin,"A good visit This place can be VERY noisy (the doors slam hard and you can hear your neighbors). You need to get a room on a high floor on one of the ends if you actually want to sleep and pray your neighbors aren't there to ""party"".",Hotel_Review-g187323-d202454-Reviews-Hotel_am_Borsigturm-Berlin.html,2017-02-01T00:00:00,A good visit,"This place can be VERY noisy (the doors slam hard and you can hear your neighbors). You need to get a room on a high floor on one of the ends if you actually want to sleep and pray your neighbors aren't there to ""party"".",5,5,5,5,4,5,,,0.153666667,positive,4,1,1
285,jurgenbraungardt,202454,Hotel am Borsigturm Berlin,"Great hotel, great location Very user-friendly, next to the subway, and 10 min to Tegel Airport. I will definitely stay here again in transit from Berlin. Easy parking, and some good restaurants nearby. Across the street from a gigantic shopping mall.",Hotel_Review-g187323-d202454-Reviews-Hotel_am_Borsigturm-Berlin.html,2016-12-01T00:00:00,"Great hotel, great location","Very user-friendly, next to the subway, and 10 min to Tegel Airport. I will definitely stay here again in transit from Berlin. Easy parking, and some good restaurants nearby. Across the street from a gigantic shopping mall.",,,,,,,,,0.419047619,positive,5,1,1
