Unnamed: 0,rating,user_id,reviewText,categories,item_id,unixReviewTime,reviewTime,gps,price,dtime,hour,minute,second,sentiment score,sentiment_label,sentiment_numeric
281,4,6284659,"Love it here, great by the slice pie.","['Pizza Restaurant', 'European Restaurant', 'Italian Restaurant']",5079831,1371870256,6/21/2013,"[38.249339, -122.042147]",$$,6/22/2013 3:04,3,4,16,0.930898788,positive,1
282,5,6978619,Grubbed down at Grubby's!,"['Mexican Restaurant', 'Sports Bar', 'Breakfast Restaurant']",1416498,1344141985,8/4/2012,"[33.15871, -117.34995]",$$,8/5/2012 4:46,4,46,25,-0.666618632,negative,-1
283,5,6978619,"Great food, very convenient. Friendly staff and excellent naan. Muttar paneer was the best I've had yet.","['Indian Restaurant', 'Asian Restaurant', 'South Asian Restaurant']",9849561,1340770220,6/26/2012,"[37.796218, -122.404576]",$$,6/27/2012 4:10,4,10,20,0.923438339,positive,1
284,5,6978619,"Staff are friendly and fast. Amazing fresh roasted coffee, espresso to die for!","['Coffee Shop', 'Espresso Bar', 'Sandwich Shop']",6882457,1338396297,5/30/2012,"[34.05694, -117.181528]",$$$,5/30/2012 16:44,16,44,57,0.934626786,positive,1
285,5,6978619,Great service and amazing desserts. Ice cream is made in house as well as the baked goods. Try the chocolate krunch cake and the brown butter cookies!,['Bakery'],6692429,1373073626,7/5/2013,"[34.146171, -118.114883]",$$,7/6/2013 1:20,1,20,26,0.929419048,positive,1
286,5,6978619,"Short wait, definitely worth it! Had the vegan club on toasted buckwheat, with an arugula and spinach side salad. Very fresh and perfect amount of food. Can't wait to come back sometime!","['Sandwich Shop', 'Caterer']",2143569,1341606097,7/6/2012,"[34.052871, -118.250842]",$$,7/6/2012 20:21,20,21,37,0.920420162,positive,1
287,4,6978619,Love the BRC!,"['Mexican Restaurant', 'Latin American Restaurant']",3375790,1338396558,5/30/2012,"[34.056546, -117.176224]",$$,5/30/2012 16:49,16,49,18,0.895935204,positive,1
288,5,5581979,"We totally enjoyed our experience here... the owner, cook and waiter went out of their way to provide us with every dish and desire of our hearts! Looking forward to going back very soon!!! :-)","['Italian Restaurant', 'European Restaurant']",7705024,1355700518,12/16/2012,"[37.57697, -122.349228]",$$,12/16/2012 23:28,23,28,38,0.88954261,positive,1
289,5,8729898,"For a higher profile dining experience, this is definitely a must-experience place! Been here twice for special occasions and twice we had a great evening.","['American Restaurant', 'Steak House']",8077658,1364741822,3/31/2013,"[37.793443, -122.422737]",$,3/31/2013 14:57,14,57,2,0.945095886,positive,1
290,5,4097661,The wrap sandwiches are really great.  I'm not a veggie guy .. but this place is worthwhile (sit outside),"['Vegan Restaurant', 'Vegetarian Restaurant']",4499066,1289923719,11/16/2010,"[33.650328, -117.837789]",$$$,11/16/2010 16:08,16,8,39,0.660844847,positive,1
291,2,8707160,"Took my out of town buddies to the Comedy & Magic Club last night. What we experienced was funnier than the comics (yes, even Jay). We all know about the two drink minimum, but now thereâ€™s a three drink maximum. Are you kidding me!? Why? Half way through the show, we were left high and dry. Secondly, knowing that their food isnâ€™t great, we decided to play it safe with a couple of appetizers. â€œWeâ€™re out of shrimp and bread sticksâ€. What!? How do you run out of bread sticks!? Lastly, with the host making his closing â€œthanks for comingâ€ remarks, we tried to leave. The overly arrogant security guard wouldnâ€™t let us out until he was done. Come on! Seriously!? Weâ€™re done with this club!","['Comedy Club', 'Live Music Venue']",6853141,1381164077,10/7/2013,"[33.860869, -118.399484]",$$,10/7/2013 16:41,16,41,17,-0.614545147,negative,-1
292,4,747627,"Came here with my roommate, not to bad. Ladies are very friendly, they gave our dog water and talked to him. Plus big portions. Wuld definitely come back","['Asian Restaurant', 'Chinese Restaurant']",9302961,1374721787,7/24/2013,"[38.570449, -121.498385]",$$$,7/25/2013 3:09,3,9,47,0.626843815,positive,1
293,2,5864497,Great service and atmosphere but food is mediocre,['Mexican Restaurant'],8576119,1394674529,3/12/2014,"[37.750882, -122.4182]",$$$,3/13/2014 1:35,1,35,29,0.075408139,neutral,0
294,3,657403,Wait for ever in the drivethoug and very slow as hell inside to,"['Fast Food Restaurant', 'Takeout Restaurant', 'Hamburger Restaurant']",4659804,1375329367,7/31/2013,"[33.818539, -117.909195]",$$$,8/1/2013 3:56,3,56,7,-0.608359235,negative,-1
295,5,932403,Loved it,['European Restaurant'],2659851,1390756296,1/26/2014,"[33.87773, -117.962876]",$$$,1/26/2014 17:11,17,11,36,0.762619368,positive,1
296,3,9426983,$5.99 for lg,['Delivery Restaurant'],3301030,1341775571,7/8/2012,"[38.105789, -122.221244]",$$$,7/8/2012 19:26,19,26,11,-0.145424654,neutral,0
297,5,2761323,I was in San Diego recently on business and I visited the Butcher Shop on a few occasions and found the staff very friendly and the food was fantastic.. I would recommend it highly,['Steak House'],202956,1370606672,6/7/2013,"[32.829979, -117.140867]",$$,6/7/2013 12:04,12,4,32,0.775364183,positive,1
298,5,484090,"Yummy ravs and I love their angel hair pasta, too. They also have great sandwiches. They are a Willow Glen staple! And big fans of the Sharks!","['Italian Restaurant', 'Sandwich Shop', 'Deli']",8356657,1327639708,1/26/2012,"[37.304656, -121.898423]",$$,1/27/2012 4:48,4,48,28,0.944167451,positive,1
299,5,484090,"I love hanging out here on occasion. Great bar for a quick dinner with a friends. Great restaurant for my book club or other larger groups. I am a huge fan of their pear salad and I order it almost every time - but the other night I had their strawberry spinach salad and it was delish! A glass of the La Crema chardonnay at $11bucks is a bit steep, but their house chardonnay is $6.00 Salmon Creek and pretty good, too!  Fun WG restaurant. I wish there were more places like TT in Willow Glen.","['Bar', 'European Restaurant', 'Italian Restaurant']",9967569,1314826349,8/31/2011,"[37.293671, -121.912183]",$$,8/31/2011 21:32,21,32,29,0.601227879,positive,1
300,5,484090,"we had a large bachelorette party dinner there last night and it was great. Our server somehow very graciously handled our party of drunk or buzzed women and they even accomodated our Dinner on one bill and then cash and carry for the cocktails. I wish i would have gotten our servers name - she was a super sweet very attractive woman - maybe Asian - not that it matters but I really want to give her a SHOUT OUT and I don't know her name. She was VERY VERY good and just handled our craziness with aplomb.   As far as food, I did not hear one complaint. I ordered the fried chicken salad which was this HUGE portion of dressed greens and three big pieces of deep friend breast meat and it was AWESOME. We also shared the alligator strips and the fried green tomatoes and they were all delish, too.   Thanks Roux for a great evening and a fab bachelorette party.",['Restaurant'],4197113,1318137918,10/8/2011,"[37.320526, -121.949058]",$$,10/9/2011 5:25,5,25,18,0.69344327,positive,1
301,5,484090,Such a fabulous atmosphere and the good is yummy. Great staff and very inspired menu. Super fun place to go with a girlfriend for a fun dinner or with a large group for a birthday.,"['Cajun Restaurant', 'American Restaurant', 'Southern Restaurant (US)']",7058207,1337017301,5/14/2012,"[37.445012, -122.161398]",$$,5/14/2012 17:41,17,41,41,0.928344347,positive,1
302,5,484090,"Love their happy hour. Love Viva a Go Go, too. Amazing wine list and great service. Love Amy, the bartender, too. Viva is lucky to have her working for them.  Super fun place to celebrate a special occasion.",['Restaurant'],5040888,1352876195,11/13/2012,"[37.236066, -121.961724]",$$,11/14/2012 6:56,6,56,35,0.92735573,positive,1
303,5,484090,"Love their super creative offerings on their sushi boats. Love the location, too. The staff is very friendly and all of their fish tastes super fresh.","['Sushi Restaurant', 'Asian Restaurant', 'Japanese Restaurant']",9914070,1314163604,8/23/2011,"[37.294879, -121.964204]",$$,8/24/2011 5:26,5,26,44,0.901841434,positive,1
304,4,484090,"best mole ever  Love the decor. Parking can sometimes suck at lunch time, but the food and their margaritas rock.","['Restaurant', 'Latin American Restaurant', 'Mexican Restaurant']",1359519,1342163668,7/13/2012,"[37.39527, -122.099744]",$$,7/13/2012 7:14,7,14,28,0.908661597,positive,1
305,5,484090,"Love this place. My book club had another fabulous dinner at this place tonight. We had a group of 8 with an amazing server who put up with all of our crap. The food is always so so so good and great menu and great wine list, too.   We always get great service even when we are sometimes a bit difficult to put up with. Such a special occasion place and a great place for a special date, too. the happy hour form 4 to 6 is AMAZING","['Eclectic Restaurant', 'Wine Store', 'Lounge']",5417302,1324533118,12/21/2011,"[37.228226, -121.980683]",$$,12/22/2011 5:51,5,51,58,0.963730277,positive,1
306,5,484090,"Love their omelettes and their salads. Plus, their service is fan-freaking-tastic. I also love hosting a meeting there twice a month... for the awesome service, the yummy food and the location is super convenient. I am a big fan of the Campbell and Los Gatos Hobees. Have not really frequented their other locations much.   They now have a gluten free menu, too.","['American Restaurant', 'Sandwich Shop']",4645085,1314163519,8/23/2011,"[37.228016, -121.97995]",$$,8/24/2011 5:25,5,25,19,0.775027665,positive,1
307,5,417419,They make my favorite cappuccino.  Love it with a chocolate croissant.  This place is a must anytime I am back in town,"['Coffee Shop', 'Tea House']",4234172,1389853131,1/15/2014,"[34.150561, -118.11302]",$$$,1/16/2014 6:18,6,18,51,0.955792159,positive,1
308,4,480544,I love picking up a dozen or so to bring home or to take to potlocks...however we've not had good experiences when we've done large catering orders from them.,"['Mexican Restaurant', 'Latin American Restaurant', 'Vegetarian Restaurant']",2448064,1392922686,2/20/2014,"[36.806836, -119.859942]",$$,2/20/2014 18:58,18,58,6,0.219015658,neutral,0
309,3,480544,"I'm a regular here, so it's bittersweet to rate this place. Sales and items are great - organization and cleanliness leave a little to be desired, but those are things you can get over - however the staff (about 80%) is worthless!  Staff aren't helpful, knowledgeable, efficient, etc. and the store usually has cashires understaffed in the firsy place, so when checking-out during a high traffic time you could spend more than a half an hour in line before uou reach a register.","['Craft Store', 'Fabric Store']",7677228,1385840247,11/30/2013,"[36.853035, -119.78949]",$$,11/30/2013 19:37,19,37,27,-0.34599264,negative,-1
310,4,1131240,"I went to check out my gf cousins band and had a pretty awesome time here. A bit small but still had fun. The drinks were good and cheap. Best margarita I've ever had, no lie.",['Live Music Venue'],4229653,1304795324,5/7/2011,"[34.054833, -118.383275]",$$,5/7/2011 19:08,19,8,44,0.783210703,positive,1
311,5,1131240,Best Burgers in the area... better than In N Out and that's a big claim!,"['Hamburger Restaurant', 'Fast Food Restaurant']",1368531,1305051515,5/10/2011,"[33.858562, -118.089494]",$$$,5/10/2011 18:18,18,18,35,0.947456291,positive,1
312,3,1131240,"The smoothie was not all day tonight, disappointed in the service. Hopefully it improves.","['American Restaurant', 'Cafe', 'Vegetarian Restaurant']",6017603,1299396321,3/5/2011,"[34.04505, -118.251944]",$$$,3/6/2011 7:25,7,25,21,-0.31739558,negative,-1
313,5,5188156,Great food and nice atmosphere!,"['Pizza Restaurant', 'European Restaurant', 'Italian Restaurant']",13192,1373979664,7/16/2013,"[33.503423, -117.146278]",$$,7/16/2013 13:01,13,1,4,0.849083727,positive,1
314,4,4431385,"My husband and I recently went in there and tried it for the first time.  My husband had a cheeseburger and I had a grilled cheese.  He asked for two orders of fries and without asking him what size he wanted they rang him up for two large fries, (which were about 5 bucks a piece) they have small, medium, and large fries, fyi!",['Sandwich Shop'],1780528,1364449142,3/27/2013,"[38.742477, -121.226487]",$$$,3/28/2013 5:39,5,39,2,0.270573961,neutral,0
315,5,9740069,Best mountain mikes in town! clean too!!!,"['Pizza Restaurant', 'European Restaurant']",5902282,1360901257,2/14/2013,"[38.039177, -121.259464]",$$,2/15/2013 4:07,4,7,37,0.961102341,positive,1
316,4,9740069,Lover it!! not tradtional Mexican food better lIght not heavy and greasy,"['Mexican Restaurant', 'Latin American Restaurant']",4983941,1349217340,10/2/2012,"[38.567987, -121.489408]",$$,10/2/2012 22:35,22,35,40,-0.385308359,negative,-1
317,5,9108068,Awesome coffee and awesome food! Outdoor sitting area is nice.,"['Coffee Shop', 'European Restaurant']",3366938,1343164323,7/24/2012,"[37.798998, -122.408524]",$$$,7/24/2012 21:12,21,12,3,0.903547761,positive,1
318,2,6978428,Very bed service for only 5 tables in the entire restaurant,['Buffet Restaurant'],8269168,1371868520,6/21/2013,"[32.801344, -116.963802]",$$,6/22/2013 2:35,2,35,20,-0.200426523,neutral,0
319,5,6683792,"My experience in the Verizon Store on Rengstorff in Mt. View yesterday was outstanding.  You know, we all expect to walk in and get immediate service and then get help for as long as it takes to solve our issue... well, these guys did a good job of making me feel connected and served, even while I waited.  It's a real balance for 5 staff members to make 12 people feel like they're all being taken care of at once!  Chris, the manager got involved to assist the sales rep with some of my more intense issues.  I'd recommend this store if you need professional service and attention to detail.","['Cell Phone Store', 'Telephone Company']",1972290,1386379165,12/6/2013,"[37.419996, -122.096169]",$$,12/7/2013 1:19,1,19,25,0.589049291,positive,1
320,5,1760823,Great and clean store. Great deals,['Grocery Store'],9080336,1373523530,7/10/2013,"[32.627499, -117.075]",$$,7/11/2013 6:18,6,18,50,0.892591125,positive,1
321,5,4163123,The best place in Fairfield/Vacaville by far. The food is fabulous and the owner makes sure that you are treated like a  king/queen. We love to take our friends and family so that they can  also experience his excellent service and entertaining personality. A Must for sure!!!!,['Mediterranean Restaurant'],9616855,1373664955,7/12/2013,"[38.213574, -122.144577]",$$,7/12/2013 21:35,21,35,55,0.94140754,positive,1
322,4,4554721,"We. Were. Hungry,  food delicious",['Steak House'],221052,1380225412,9/26/2013,"[36.573009, -119.627052]",$$,9/26/2013 19:56,19,56,52,0.598654015,positive,1
323,5,3165108,"Awesome place! And absolutely love their "" Mexi-cobb Salad"" Delicious! Haven't been able stay away!","['American Restaurant', 'Latin American Restaurant', 'Sports Bar']",5387755,1358177416,1/14/2013,"[36.009386, -115.117085]",$$,1/14/2013 15:30,15,30,16,0.969594999,positive,1
324,5,6477435,"Delicious pizza! When I went I tried the garlic bread sticks which were the freshest bread sticks I've ever eaten. Then we got a side cesar salad which was amazing as well, very good dressing. We chose the Amici's combo pizza which involves pepperoni, meatball, mushroom, bacon, and olives. If the description alone doesn't make your mouth water, there's something wrong with you! Such crispy yet soft crust. The price is a little bit more than some other pizza places but we paid $50 for bread sticks, salad for two, medium pizza, and two beers. It's definitely a good go to spot I recommend.","['European Restaurant', 'Italian Restaurant', 'Pizza Restaurant']",8963661,1385614375,11/27/2013,"[38.369748, -121.960344]",$$,11/28/2013 4:52,4,52,55,0.748293311,positive,1
325,5,6831382,"This has been my favorite Thai restaurant for the past 8 years or so. The lunch specials are a outstanding value, the service is always with a smile, and the Thai Iced Tea is always just right. My favorite is the Thai Beef Jerky for an appetizer and then the Pad Thai with beef for lunch, or the Pompano fish at dinner.","['Thai Restaurant', 'Asian Restaurant', 'Southeast Asian Restaurant']",2290525,1351375316,10/27/2012,"[36.195322, -115.241454]",$$,10/27/2012 22:01,22,1,56,0.945352285,positive,1
326,3,722892,"Food is good here, but.... the cooks here mad dog the heck out of you. My bf goes there and they just stare at him... sorry boys hes mine :)","['Mexican Restaurant', 'Latin American Restaurant']",3736600,1380687661,10/1/2013,"[33.948402, -116.976541]",$$$,10/2/2013 4:21,4,21,1,-0.223546999,neutral,0
327,5,8747799,Highly recommend!  The food was delicious. Good wine selection.  Good service.,"['Italian Restaurant', 'European Restaurant', 'Pizza Restaurant']",665889,1378857756,9/10/2013,"[35.142584, -120.641134]",$$,9/11/2013 0:02,0,2,36,0.914517543,positive,1
328,4,685070,"I have been a customer of Spyglass Restaurant for the past 40 years.  I have a group of about 20 friends who use Spyglass as a default place for lunch when they don't have appointments for someplace else.    My friends include bankers, stockbrokers, retail store managers, retired military officers, anthropologists, farmers, lawyers, city managers, real estate developers and airline stewardesses.  The point I am making here is that these are fairly prosperous people who have many options for where they go.    My observation over the years is that, in addition to several of us who have regular lunches and cocktails here, I have observed many, many people who are regular customers that, in addition, plan their weddings, birthday parties and even memorial services here.  This is a combination of decent food plus a staff that the regulars love and a location above the ocean that is hard to beat.    We usually eat at the bar so service is outstanding.  The food is O.K. but the total experience appeals to me and my friends.","['Restaurant', 'Seafood Restaurant']",9769331,1375762351,8/5/2013,"[35.162873, -120.688315]",$$,8/6/2013 4:12,4,12,31,0.514190593,positive,1
329,5,5582194,I just want to let you know that  now the restaurant is open 7 days a week,"['Restaurant', 'Asian Restaurant', 'Sushi Restaurant']",8796962,1361292463,2/19/2013,"[37.307278, -121.900479]",$$$,2/19/2013 16:47,16,47,43,0.183089287,neutral,0
330,5,9615191,"My favorite brewpub. They always seem to have something new on tap. The food can be hit or miss, but I've always lucked out somehow. The patty melt was so good I almost cried.","['Brewpub', 'Brewery']",6254047,1313311776,8/14/2011,"[37.782439, -122.392564]",$$$,8/14/2011 8:49,8,49,36,0.909662982,positive,1
331,3,9615191,"Not the best burgers in town, but they satisfy the craving. Service is usually slow.","['Hamburger Restaurant', 'American Restaurant', 'Fast Food Restaurant']",1868669,1313743733,8/19/2011,"[37.846555, -122.252134]",$$,8/19/2011 8:48,8,48,53,0.110084456,neutral,0
332,1,9615191,This is the bums' bathroom.,"['Hamburger Restaurant', 'Fast Food Restaurant']",8950904,1313744041,8/19/2011,"[37.872353, -122.268577]",$$$,8/19/2011 8:54,8,54,1,0.55309225,positive,1
333,4,9615191,"Best pizza in the Bay Area, if you can get in the door...","['Pizza Restaurant', 'European Restaurant']",5263219,1312852151,8/8/2011,"[37.846286, -122.252072]",$$,8/9/2011 1:09,1,9,11,0.889345131,positive,1
334,1,9615191,Seriously?,"['Breakfast Restaurant', 'Fast Food Restaurant', 'Hamburger Restaurant']",2543031,1313743432,8/19/2011,"[37.85126, -122.260076]",$$$,8/19/2011 8:43,8,43,52,-0.505458366,negative,-1
335,4,9615191,The burgers are consistently good.,"['Fast Food Restaurant', 'Mediterranean Restaurant', 'Hamburger Restaurant']",2456454,1313743866,8/19/2011,"[37.865235, -122.258214]",$$$,8/19/2011 8:51,8,51,6,0.716154478,positive,1
336,3,9615191,"The food is well made, and the ingredients are good. But it's expensive, and boring.","['Mexican Restaurant', 'Latin American Restaurant']",4135513,1313742553,8/19/2011,"[37.843965, -122.251622]",$$$,8/19/2011 8:29,8,29,13,-0.175943855,neutral,0
337,2,9615191,I liked the burgers. The beer's okay too. It's just that there are much better brewpubs for the price.,"['Restaurant', 'Brewpub', 'Brewery']",4615565,1313311525,8/14/2011,"[37.880455, -122.300201]",$$$,8/14/2011 8:45,8,45,25,0.05451705,neutral,0
338,3,9615191,"The food is okay, but not for these prices.","['Gourmet Grocery Store', 'Deli']",2542031,1312852036,8/8/2011,"[37.858197, -122.252976]",$,8/9/2011 1:07,1,7,16,-0.076847072,neutral,0
339,1,9615191,Seriously?,"['Mexican Restaurant', 'Latin American Restaurant', 'Takeout Restaurant']",893034,1313743112,8/19/2011,"[37.847102, -122.261211]",$$$,8/19/2011 8:38,8,38,32,-0.505458366,negative,-1
340,4,9615191,Good coffee and good service.,['Coffee Shop'],2878457,1322988772,12/4/2011,"[37.850225, -122.252667]",$$$,12/4/2011 8:52,8,52,52,0.661470142,positive,1
341,1,9615191,"They put plain white rice on the burritos. They don't flavor the rice with anything. If you like this place, you have most likely never had real Mexican food. And that's a shame.","['Restaurant', 'Latin American Restaurant', 'Fast Food Restaurant']",6906646,1313743267,8/19/2011,"[37.868372, -122.259005]",$$$,8/19/2011 8:41,8,41,7,-0.716484651,negative,-1
342,2,9615191,"If you like paying too much for a skimpy sandwich, this is the place for you. The coffee was nothing to write home about. This place isn't awful, but there are better cafes nearby.","['Coffee Shop', 'Restaurant']",3942608,1315529360,9/8/2011,"[37.854355, -122.259763]",$$$,9/9/2011 0:49,0,49,20,0.108871135,neutral,0
343,2,9615191,Waaaay too expensive for what you get.,"['Hamburger Restaurant', 'Fast Food Restaurant', 'American Restaurant']",3266795,1313743934,8/19/2011,"[37.868631, -122.267659]",$$,8/19/2011 8:52,8,52,14,-0.587031592,negative,-1
344,3,9615191,"I come here mostly for the events. Sour and Barrel Aged nights during SF Beer Week, Firkin Friday. It's also an alright place to have lunch or see a game. Great house brews, and great guest brews as well. Problem is, the service is hit and miss. And personally, I'm not into noisy bars. I prefer the relaxing atmosphere over at Jupiter.",['Brewpub'],2595114,1313311233,8/14/2011,"[37.873422, -122.268702]",$$,8/14/2011 8:40,8,40,33,0.036145037,neutral,0
345,1,1103998,"If you want serious Peruvian dishes, try somewhere else.  This place is all price and panache, but with thoroughly mediocre food.  My guess, they call it fusion/pan-Peruvian because they don't know how to make authentic traditional dishes.","['Pan-Latin Restaurant', 'Caribbean Restaurant', 'South American Restaurant']",5394830,1392146987,2/11/2014,"[37.763948, -122.465903]",$$,2/11/2014 19:29,19,29,47,-0.386583766,negative,-1
346,4,9908347,"Had a great dinner. Suprising filet with potatoes, salad and desset. Service was good but not great as I had to ask for some water twice but it was busy. Really enjoyed the filet- surprised they had it on the menu for an asian restaurant. Kudos there !","['Restaurant', 'Seafood Restaurant']",308039,1373927143,7/15/2013,"[34.139855, -118.023787]",$$,7/15/2013 22:25,22,25,43,0.471233808,positive,1
347,2,1565057,Check your receipts and make sure you were correctly charged. Iffy produce.,"['Grocery Store', 'Supermarket', 'Convenience Store']",8329841,1363751731,3/19/2013,"[37.357263, -122.017724]",$$,3/20/2013 3:55,3,55,31,0.146370664,neutral,0
348,3,1565057,Screws up orders more than any other place..ever. Place is nice but a little more expensive than the norm for a McDonald's.,"['Restaurant', 'Fast Food Restaurant', 'Hamburger Restaurant']",4148212,1364339668,3/26/2013,"[37.382251, -121.978874]",$$$,3/26/2013 23:14,23,14,28,0.461584421,positive,1
349,1,1845230,"They need to apologize to Jeana and Jesse, This hotel needs to learn some manners, that obviously their momas didn't teach them","['Hotel', 'Wedding Venue', 'Meeting Room']",5487483,1380776734,10/2/2013,"[34.00926, -118.492702]",$$,10/3/2013 5:05,5,5,34,-0.204135315,neutral,0
350,4,8678781,"I think Mexican food is hard to mess up - that being said, I think La Burrita gets the job done. It's nothing spectacular, but it's cheap and filling, and the service is pretty fast, so I come back every once in a while to get a burrito. Something that not a lot of people know is that you can change the burrito tortilla free of charge. I think they have wheat, spinach, and an orange wrap (I'm not sure what that is). They also have a salsa bar which is pretty neat.","['Mexican Restaurant', 'Latin American Restaurant']",4907950,1376069102,8/9/2013,"[37.867886, -122.257546]",$$$,8/9/2013 17:25,17,25,2,0.220379222,neutral,0
351,5,8678781,"Brunch here is the best. They have really great breakfast options - eggs, bacon, toast, pancakes, etc. The service is really nice as well. I've never actually had lunch or dinner at Ann's Kitchen, but if you're ever looking for somewhere to eat breakfast or lunch, this is definitely the place to go to!","['American Restaurant', 'Breakfast Restaurant']",5998896,1376072107,8/9/2013,"[37.86527, -122.258592]",$$,8/9/2013 18:15,18,15,7,0.909483712,positive,1
352,3,8678781,"I paid this spot a visit after eating at the one in the Mission district a few times. The venue is definitely a lot less crowded, and a lot less ""homely"". Nestled in the Tenderloin District, I wouldn't really feel comfortable going to this place after dark. However, the food tastes pretty much identical to the food that they serve at the one in the Mission District.","['Restaurant', 'Latin American Restaurant', 'Mexican Restaurant']",8242390,1375503645,8/2/2013,"[37.78199, -122.410323]",$$$,8/3/2013 4:20,4,20,45,0.031684889,neutral,0
353,5,8678781,"This is pretty much the cheapest Japanese food you'll be able to find around Berkeley and Oakland. Be aware that the line can be pretty long and the restaurant is VERY SMALL. We're talking about a 12 person seating capacity. When you order food from here, there are a few shops nearby where you can shop at, and there's a CVS right by the restaurant as well. Also, there is public parking right next to the restaurant, so don't worry about not finding street parking!","['Japanese Restaurant', 'Asian Restaurant', 'Sushi Restaurant']",6787193,1376071399,8/9/2013,"[37.826587, -122.252895]",$$,8/9/2013 18:03,18,3,19,0.122871786,neutral,0
354,5,8678781,"This place is great! They don't take reservations, so if you show up at around dinner time you'll usually have to wait about 20-30 minutes to be seated. The salad here is really good, and was featured on food network! They lay out all of the ingredients in front of you in a huge plate, and they explain all of the ingredients and mix it right in front of you. I've had a chicken dish here as well as a salmon dish here, and they were both really great. I would really suggest taking someone here for a date!","['Burmese Restaurant', 'Asian Restaurant', 'Southeast Asian Restaurant']",7128066,1376073301,8/9/2013,"[37.834744, -122.263116]",$$,8/9/2013 18:35,18,35,1,0.894676269,positive,1
355,3,8678781,"My first experience with Zensen was actually in Taiwan, where each plate is ~$1. I really thought the fish and sushi tasted a lot fresher in Asia, as the sushi at this Zensen is not that special. Also, for $1.50/plate, it takes me about 12 plates before I start feeling full, so that's about $18 before tax that I would be spending to eat here. With that money, you can easily get full at a nicer place like Joshu-yas. I would only suggest coming here for the experience, as this is the flagship restaurant in the US.","['Sushi Restaurant', 'Japanese Restaurant']",7727644,1376071928,8/9/2013,"[37.867634, -122.258123]",$$$,8/9/2013 18:12,18,12,8,0.039421134,neutral,0
356,3,8678781,"I'm giving this chipotle three stars in comparison with other chipotles I've been to. The portions they give you here are smaller than what they would give you somewhere else. Also, the line here is always long, especially around peak hours such as 12PM and 5PM because it is literally right next to campus. I would suggest going here if you can avoid the line though.","['Mexican Restaurant', 'Fast Food Restaurant']",4088681,1376071618,8/9/2013,"[37.879517, -122.296093]",$$$,8/9/2013 18:06,18,6,58,-0.00235161,neutral,0
357,5,8678781,"First time I came here, I was in high school and exploring San Francisco, and ended up eating here before an Odd Future concert because it had the most reviews on Yelp. When I first walked in, I had to make sure I was in the right place, because it's pretty small inside. The line also awkwardly snakes about the restaurant, and it's pretty cramped when you wait in line. I've gotten the carne asada burrito and the chicken burrito in the few times I've been there,and haven't been disappointed. They also give free chips and salsa with every order, which is a great touch to the meal.",['Mexican Restaurant'],9050265,1375502923,8/2/2013,"[37.760487, -122.419495]",$$$,8/3/2013 4:08,4,8,43,0.480874335,positive,1
358,5,8678781,"The owners are so nice! If you come here regularly, they get to know you on a first name basis and greet you when you come in. The chicken terriyaki here is pretty good - they give you a decent amount of meat and rice for the price. Also the sushi rolls are a great value - 6 smoked salmon rolls for $2.75 and 6 vegetarian rolls for only $1.75. I've also heard great things about the udon, and that seems to be their most popular item, but I have yet to try that.",['Japanese Restaurant'],390108,1375506021,8/2/2013,"[37.797687, -122.401244]",$$$,8/3/2013 5:00,5,0,21,0.629105192,positive,1
359,3,8678781,"I really enjoyed eating here until I found out about Pasta Bene. The food here is decent, but they really pack on the cheese/butter in their dishes and it's kind of overwhelming. I remember somebody eating Gypsy's in Wheeler auditorium and I could smell the food from halfway across the auditorium.","['Italian Restaurant', 'European Restaurant']",7999190,1376073804,8/9/2013,"[37.868052, -122.258076]",$$$,8/9/2013 18:43,18,43,24,-0.046073054,neutral,0
360,4,8678781,"Came here for happy hour - they serve pretty good drinks and have a good variety of cocktails for $5. They also have a good collection of light foods that won't fill you up - some flatbread pizza, as well as a wide selection of appetizers. It seems like a lot of people frequent this place after work, and I would definitely do so if I worked closer to here.","['American Restaurant', 'Bar', 'Pizza Restaurant']",7910940,1375563212,8/3/2013,"[37.789701, -122.390254]",$$,8/3/2013 20:53,20,53,32,0.520820108,positive,1
361,5,8678781,"Trader Joe's is seriously the best. This particular location has a parking lot behind the store, just go one street north of University. From the ~10 times I've been there, I've never had any trouble finding a parking spot. There isn't much else to say here, but since I've come to Berkeley, I stopped going to Safeway because I love TJ.",['Grocery Store'],9528409,1376072238,8/9/2013,"[37.87156, -122.273335]",$$,8/9/2013 18:17,18,17,18,0.836174004,positive,1
362,4,8678781,"I remember my first time eating Top Dog at CalSO, and I remembered it being the best hot dog I have ever tasted. Top Dog is great for your first few semesters at Cal, then you don't really get it anymore unless you're drunk at 1AM and you're looking for somewhere to eat. In that case, you have Top Dog, La Burrita, and Pancho's, except Top Dog always has the longest line. They have a pretty good menu with about 10 items, and two hot dogs is really filling. Be aware that they only accept cash if your order is less than $5!","['Hot Dog Restaurant', 'Caterer']",6809940,1376068366,8/9/2013,"[37.8679, -122.257438]",$$$,8/9/2013 17:12,17,12,46,0.557101061,positive,1
